name,source,host_type,T,is_high_quality,logMstar_gal,logM_nsc,log_fraction
obs_0381,E12,late,2.0,True,10.32,8.34,-1.9800000000000004
obs_0382,E12,late,3.0,True,9.46,6.75,-2.710000000000001
obs_0383,E12,late,4.0,True,10.92,7.99,-2.9299999999999997
obs_0384,E12,late,6.0,True,9.46,6.53,-2.9300000000000006
obs_0385,E12,late,6.0,True,9.34,6.53,-2.8099999999999996
obs_0386,E12,late,7.0,True,10.19,7.6,-2.59
obs_0387,E12,early,1.0,True,10.8,8.63,-2.17
obs_0388,E12,late,7.0,True,9.26,5.87,-3.3899999999999997
obs_0389,E12,late,3.0,True,10.43,8.11,-2.3200000000000003
obs_0390,E12,late,4.0,True,10.24,6.87,-3.37
obs_0391,E12,late,3.0,True,9.9,7.98,-1.92
obs_0392,N18,early,-4.8,True,9.03,7.21,-1.8199999999999994
obs_0393,N18,early,-4.8,True,9.03,6.3,-2.7299999999999995
obs_0394,N18,early,-2.8,True,9.83,7.86,-1.9699999999999998
obs_0395,N18,early,-2.9,True,9.4,7.19,-2.21
obs_0396,L05,early,-5.0,False,,,
obs_0397,L05,early,-5.0,False,10.6601618396,6.3632843800000005,-4.2968774596
obs_0398,L05,early,-5.0,False,,,
obs_0399,L05,early,-5.0,False,10.679558329400002,7.4039988600000015,-3.275559469400001
obs_0400,L05,early,-5.0,False,10.707002418800002,7.02364162,-3.6833607988000017
obs_0401,L05,early,-5.0,False,10.944491563600003,7.353820240000001,-3.5906713236000023
obs_0402,L05,early,-5.0,False,10.3822871224,7.2039988600000004,-3.178288262399999
obs_0403,L05,early,-5.0,False,10.5802458396,7.2439988600000005,-3.3362469795999994
obs_0404,L05,early,-5.0,False,11.3811909086,5.7938202400000005,-5.5873706686
